data_source,n_points,theorems,speed_mean,speed_std,bernoulli_range,adaptive_threshold,pct_above,gnn_r2,knn_r2,gnn_loss,div_error
synthetic (vortex street),39762,3,1.2467620372772217,1.168930172920227,6.103515625e-05,2.4156922101974487,7.529802620410919,0.13040432333946228,0.5489585399627686,0.6074034571647644,0.3789680600166321
